id,modes.mode,grp,active,artemisId,make,manufacturerDate,productModel,modelNumber,seatType,heightRange,weightRange,minHeight,maxHeight,minWeight,maxWeight,picture,complaintsCount,recallsCount,investigationsCount,manufacturerCommunicationsCount,modes.count,modes.recommendedAge,modes.harnessType,modes.modeWeight,modes.weightHeightRange,modes.minUsingSeatBelts,modes.maxUsingSeatBelts,modes.minUsingLowerAnchors,modes.maxUsingLowerAnchors,modes.maxUsingLowerAnchorsFinal,modes.minChildHeight,modes.maxChildHeight,modes.maxChildHeightFinal,modes.maxChildWeightFinal,modes.ratings.label,modes.ratings.notes,geom.score,EvaluationLabels,EvaluationOfInstructions,OverallRating,SecuringChild,VehicleInstallationFeatures
137781,Booster,208,FALSE,,Graco,2018-10-11,Turbobooster Grow,2074953,Booster,"43.0"" - 60.0""",40.0lbs - 120.0lbs,43,60,40,120,https://static.nhtsa.gov/images/childseats/Graco_Turbobooster_Grow_webview.jpg,0,0,0,0,1,FALSE,Highback/No Back,11.7,"40lb - 120lb / 43"" - 60""",40,120,40,53.3,-3,43,60,60,120,Rating Name,"There are no illustrations given on the car seat to show conversion from highback mode to backless mode.
The seat belt path is not completely labeled. The warning against using a lap-only belt does not explicitly state that a lap-only belt may not be used.
The instruction manual storage location may be difficult to find and cannot be accessed while the child is secured in the seat.",4.51440225723717,3,5,5,5,5
137770,Booster,33,FALSE,,Britax,2018-03-23,Midpoint Dual Comfort Booster,E1C039Y,Booster,"38.0"" - 63.0""",40.0lbs - 120.0lbs,38,63,40,120,https://static.nhtsa.gov/images/childseats/Britax_Midpoint_webview.jpg,0,0,0,0,1,FALSE,Highback,11.7,"40lb - 120lb / 38"" - 63""",40,120,40,53.3,-3,38,63,63,120,Rating Name,"The warning against using a lap-only belt does not explicitly state that a lap-only belt may not be used.
The shoulder belt positioning device requires the use of two hands, but the action of positioning is simple.
The instruction manual storage location may be difficult to find and cannot be accessed while the child is secured in the seat. There is no warning against using a lap-only belt in the belt routing section.",4.37344829577311,4,4,5,5,4
137790,Rear-Facing,212,FALSE,,Graco,2019-06-25,Snugride Snuglock Extend2Fit 35LX,2057398,Infant,"Up to 35.0""",4.0lbs - 35.0lbs,0,35,4,35,https://static.nhtsa.gov/images/childseats/Graco_Snugride_Extend2Fit_35_LX_webview.jpg,0,0,0,0,1,FALSE,5-pt,19.5,"4lb - 35lb / up to 35""",4,35,4,45.5,35,0,35,35,35,Rating Name,"The seat was not set for the smallest occupant when removed from the packaging. The harness clip is not labeled to indicate where it should be placed relative to the child's body.
The labels do not explain how to use LATCH in detail.
The belt positioning feature or lockoff is simple to use, but the user must refer to the owner's manual for complete instructions. LATCH attachments have buttons to depress for removal. There is no labeling to indicate which position the carrier handle should be placed in in the vehicle.
The instruction manual storage location may be difficult to find and cannot be accessed while the child is secured in the seat. No complete illustration of a child in the car seat is shown next to height/weight information.",4.37344829577311,5,5,4,4,4
137729,Forward-Facing,25,FALSE,,Britax,2017-12-01,Boulevard Clicktight ARB,E1A478F,Convertible,"Up to 49.0""",5.0lbs - 65.0lbs,0,49,5,65,https://static.nhtsa.gov/images/childseats/Britax_Boulevard_ARB_webview.jpg,0,0,0,0,2,FALSE,5-pt,27.6,"20lb - 65lb / up to 49""",20,65,20,37.4,40,0,49,49,65,Rating Name,"The seat was not set for the smallest occupant when removed from the packaging. The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling.
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle. The storage location for the LATCH belt is not obvious and may be overlooked.
The instruction manual storage may be difficult to find. Instructions for determining seat belt types are present but are incomplete.
The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling. No supplemental sizing information is given on the labels. The tether is not labeled in the illustrations depicting acceptable modes of installation
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle. The storage locations for the LATCH belt and/or tether strap are not obvious and may be overlooked.
The instruction manual storage may be difficult to find.  Supplemental sizing information is given in text only (not illustrated) in the manual. Instructions for determining seat belt types are present but are incomplete.  The tether is not labeled in the illustrations depicting acceptable modes of installation.",4.34531359350485,4,3,4,5,5
137729,Rear-Facing,24,FALSE,,Britax,2017-12-01,Boulevard Clicktight ARB,E1A478F,Convertible,"Up to 49.0""",5.0lbs - 65.0lbs,0,49,5,65,https://static.nhtsa.gov/images/childseats/Britax_Boulevard_ARB_webview.jpg,0,0,0,0,2,FALSE,5-pt,28.7,"5lb - 40lb / top of head 1"" from top of head restraint",5,40,5,36.3,36,0,-10,49,65,Rating Name,"The seat was not set for the smallest occupant when removed from the packaging. The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling.
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle. The storage location for the LATCH belt is not obvious and may be overlooked.
The instruction manual storage may be difficult to find. Instructions for determining seat belt types are present but are incomplete.
The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling. No supplemental sizing information is given on the labels. The tether is not labeled in the illustrations depicting acceptable modes of installation
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle. The storage locations for the LATCH belt and/or tether strap are not obvious and may be overlooked.
The instruction manual storage may be difficult to find.  Supplemental sizing information is given in text only (not illustrated) in the manual. Instructions for determining seat belt types are present but are incomplete.  The tether is not labeled in the illustrations depicting acceptable modes of installation.",4.34531359350485,5,5,4,4,5
137731,Forward-Facing,28,FALSE,,Britax,2017-12-01,Marathon Clicktight ARB,E1A598C,Convertible,"Up to 49.0""",5.0lbs - 65.0lbs,0,49,5,65,https://static.nhtsa.gov/images/childseats/Britax_Marathon_ARB_webview.jpg,0,0,0,0,2,FALSE,5-pt,26.9,"20lb - 65lb / up to 49""",20,65,20,38.1,40,0,49,49,65,Rating Name,"The seat was not set for the smallest occupant when removed from the packaging. The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling.
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle. The storage location for the LATCH belt is not obvious and may be overlooked.
The instruction manual storage may be difficult to find. Instructions for determining seat belt types are present but are incomplete.
The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling. No supplemental sizing information is given on the labels. The tether is not labeled in the illustrations depicting acceptable modes of installation
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle. The storage locations for the LATCH belt and/or tether strap are not obvious and may be overlooked.
The instruction manual storage may be difficult to find.  Supplemental sizing information is given in text only (not illustrated) in the manual. Instructions for determining seat belt types are present but are incomplete.  The tether is not labeled in the illustrations depicting acceptable modes of installation.",4.34531359350485,4,3,4,5,5
137731,Rear-Facing,27,FALSE,,Britax,2017-12-01,Marathon Clicktight ARB,E1A598C,Convertible,"Up to 49.0""",5.0lbs - 65.0lbs,0,49,5,65,https://static.nhtsa.gov/images/childseats/Britax_Marathon_ARB_webview.jpg,0,0,0,0,2,FALSE,5-pt,28,"5lb - 40lb / top of head 1"" from top of head restraint",5,40,5,37,37,0,-10,49,65,Rating Name,"The seat was not set for the smallest occupant when removed from the packaging. The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling.
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle. The storage location for the LATCH belt is not obvious and may be overlooked.
The instruction manual storage may be difficult to find. Instructions for determining seat belt types are present but are incomplete.
The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling. No supplemental sizing information is given on the labels. The tether is not labeled in the illustrations depicting acceptable modes of installation
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle. The storage locations for the LATCH belt and/or tether strap are not obvious and may be overlooked.
The instruction manual storage may be difficult to find.  Supplemental sizing information is given in text only (not illustrated) in the manual. Instructions for determining seat belt types are present but are incomplete.  The tether is not labeled in the illustrations depicting acceptable modes of installation.",4.34531359350485,5,5,4,4,5
137730,Booster,26,FALSE,,Britax,2018-01-18,Highpoint,E1A589F,Booster,"38.0"" - 63.0""",40.0lbs - 120.0lbs,38,63,40,120,https://static.nhtsa.gov/images/childseats/Britax_Highpoint_webview.jpg,0,0,0,0,1,FALSE,Highback,11.9,"40lb - 120lb / 38"" - 63""",40,120,-3,53.1,-3,38,63,63,120,Rating Name,"When disassembling for cleaning, loose parts may be generated.
The instruction manual storage may be difficult to find. The instruction manual cannot be accessed when a child is seated in the seat. Supplemental sizing information is given in text only (not illustrated) in the manual. The warning against using a lap-only belt is not illustrated in the seat belt routing section. The child seat is not depicted on a vehicle seat in the vehicle belt routing section.",4.31735988376655,5,4,5,3,5
137732,Booster,144,FALSE,,Essentials by Britax,2018-01-17,Skyline,E1A578S,Booster,"38.0"" - 63.0""",40.0lbs - 120.0lbs,38,63,40,120,https://static.nhtsa.gov/images/childseats/Essentials_by_Britax_Skyline_Booster_webview.jpg,0,0,0,0,1,FALSE,Highback,11.1,"40lb - 120lb / 38"" - 63""",40,120,-3,53.9,-3,38,63,63,120,Rating Name,"When disassembling for cleaning, loose parts may be generated.
The instruction manual storage may be difficult to find. The instruction manual cannot be accessed when a child is seated in the seat. Supplemental sizing information is given in text only (not illustrated) in the manual. There is no warning against using a lap-only belt in the vehicle belt routing section. The child seat is not depicted on a vehicle seat in the vehicle belt routing section.",4.31735988376655,5,4,5,3,5
137817,Booster,221,FALSE,,Graco,2021-02-04,4Ever DLX,2074644,All-in-One,"Up to 57.0""",4.0lbs - 120.0lbs,0,57,4,120,https://static.nhtsa.gov/images/childseats/Graco_4Ever_DLX.jpg,0,0,0,0,3,FALSE,Highback/No Back,21.9,"40lb - 120lb / 43"" - 57""",40,120,40,43.1,-3,43,57,57,120,Rating Name,"The user is required to install the cup holders prior to using the seat; therefore, the seat is not ready to use when removed from the packaging. When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
Interference is possible between a seat component and the seat belt when routing for installation. LATCH attachments have buttons to depress for removal. The storage location for the LATCH belt is not obvious and may be overlooked.
Lap-belt-only usage instructions are not given separately in the belt routing section.
When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
The belt positioning feature is simple to use, but the caregiver may need to consult the owner's manual for more information. LATCH attachments have buttons to depress for removal. The storage locations for the LATCH belt or tether hook are not obvious and may be overlooked.
The instruction manual storage location cannot be accessed while the child is secured in the seat. Lap-belt-only usage instructions are not given separately in the belt routing section.
To convert this seat to booster mode from another mode of use, multiple actions are required, but they are simple. There are no illustrations on the seat depicting how to convert the seat from highback mode to no back mode.
The shoulder belt portion of the belt path is not labeled.
The shoulder belt may slip out of the belt guide after multiple uses.
The instruction manual storage location cannot be accessed while the child is secured in the seat.",4.27195004814517,4,5,4,3,4
137817,Forward-Facing,220,FALSE,,Graco,2021-02-04,4Ever DLX,2074644,All-in-One,"Up to 57.0""",4.0lbs - 120.0lbs,0,57,4,120,https://static.nhtsa.gov/images/childseats/Graco_4Ever_DLX.jpg,0,0,0,0,3,FALSE,5-pt,21.9,"22lb - 65lb / up to 49""",22,65,22,43.1,45,0,49,57,120,Rating Name,"The user is required to install the cup holders prior to using the seat; therefore, the seat is not ready to use when removed from the packaging. When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
Interference is possible between a seat component and the seat belt when routing for installation. LATCH attachments have buttons to depress for removal. The storage location for the LATCH belt is not obvious and may be overlooked.
Lap-belt-only usage instructions are not given separately in the belt routing section.
When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
The belt positioning feature is simple to use, but the caregiver may need to consult the owner's manual for more information. LATCH attachments have buttons to depress for removal. The storage locations for the LATCH belt or tether hook are not obvious and may be overlooked.
The instruction manual storage location cannot be accessed while the child is secured in the seat. Lap-belt-only usage instructions are not given separately in the belt routing section.
To convert this seat to booster mode from another mode of use, multiple actions are required, but they are simple. There are no illustrations on the seat depicting how to convert the seat from highback mode to no back mode.
The shoulder belt portion of the belt path is not labeled.
The shoulder belt may slip out of the belt guide after multiple uses.
The instruction manual storage location cannot be accessed while the child is secured in the seat.",4.27195004814517,5,5,5,5,4
137817,Rear-Facing,219,FALSE,,Graco,2021-02-04,4Ever DLX,2074644,All-in-One,"Up to 57.0""",4.0lbs - 120.0lbs,0,57,4,120,https://static.nhtsa.gov/images/childseats/Graco_4Ever_DLX.jpg,0,0,0,0,3,FALSE,5-pt,22.2,"4lb - 40lb / top of head 1"" below headrest adjustment handle",4,40,4,42.8,40,0,-13,57,120,Rating Name,"The user is required to install the cup holders prior to using the seat; therefore, the seat is not ready to use when removed from the packaging. When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
Interference is possible between a seat component and the seat belt when routing for installation. LATCH attachments have buttons to depress for removal. The storage location for the LATCH belt is not obvious and may be overlooked.
Lap-belt-only usage instructions are not given separately in the belt routing section.
When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
The belt positioning feature is simple to use, but the caregiver may need to consult the owner's manual for more information. LATCH attachments have buttons to depress for removal. The storage locations for the LATCH belt or tether hook are not obvious and may be overlooked.
The instruction manual storage location cannot be accessed while the child is secured in the seat. Lap-belt-only usage instructions are not given separately in the belt routing section.
To convert this seat to booster mode from another mode of use, multiple actions are required, but they are simple. There are no illustrations on the seat depicting how to convert the seat from highback mode to no back mode.
The shoulder belt portion of the belt path is not labeled.
The shoulder belt may slip out of the belt guide after multiple uses.
The instruction manual storage location cannot be accessed while the child is secured in the seat.",4.27195004814517,5,5,4,4,3
137840,Booster,232,FALSE,,Graco,2021-03-15,TrioGrow Snuglock LX,2087706,All-in-One,"Up to 57.0""",5.0lbs - 100.0lbs,0,57,5,100,https://static.nhtsa.gov/images/childseats/Graco_Triogrow_Snuglock_LX.jpg,0,0,0,0,3,FALSE,Highback,18.4,"40lb - 100lb / 43"" - 57""",40,100,40,46.6,-3,43,57,57,100,Rating Name,"The cupholder must be installed prior to using the car seat. When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling.
The user may need to move the seat padding in order to route the belt. Interference is possible between a seat component and the seat belt when routing for installation. LATCH attachments have buttons to depress for removal.
When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling.
The user may need to move the seat padding in order to route the belt. LATCH attachments have buttons to depress for removal. The storage location(s) for the LATCH belt and/or tether strap are not obvious and may be overlooked.
The instruction manual storage location cannot be accessed while the child is secured in the seat. The tether is not separately labeled in the LATCH installation overview.
Most steps to convert the car seat to this mode are shown on the labels, but the buckle removal step is not shown.
The seat belt path is not completely labeled. The warning against using a lap-only belt does not explicitly state that a lap-only belt may not be used.
The instruction manual storage location cannot be accessed while the child is secured in the seat.",4.27195004814517,3,5,4,4,5
137840,Forward-Facing,231,FALSE,,Graco,2021-03-15,TrioGrow Snuglock LX,2087706,All-in-One,"Up to 57.0""",5.0lbs - 100.0lbs,0,57,5,100,https://static.nhtsa.gov/images/childseats/Graco_Triogrow_Snuglock_LX.jpg,0,0,0,0,3,FALSE,5-pt,18.5,"22lb - 65lb / up to 49""",22,65,22,46.5,50,0,49,57,100,Rating Name,"The cupholder must be installed prior to using the car seat. When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling.
The user may need to move the seat padding in order to route the belt. Interference is possible between a seat component and the seat belt when routing for installation. LATCH attachments have buttons to depress for removal.
When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling.
The user may need to move the seat padding in order to route the belt. LATCH attachments have buttons to depress for removal. The storage location(s) for the LATCH belt and/or tether strap are not obvious and may be overlooked.
The instruction manual storage location cannot be accessed while the child is secured in the seat. The tether is not separately labeled in the LATCH installation overview.
Most steps to convert the car seat to this mode are shown on the labels, but the buckle removal step is not shown.
The seat belt path is not completely labeled. The warning against using a lap-only belt does not explicitly state that a lap-only belt may not be used.
The instruction manual storage location cannot be accessed while the child is secured in the seat.",4.27195004814517,5,5,4,5,4
137840,Rear-Facing,230,FALSE,,Graco,2021-03-15,TrioGrow Snuglock LX,2087706,All-in-One,"Up to 57.0""",5.0lbs - 100.0lbs,0,57,5,100,https://static.nhtsa.gov/images/childseats/Graco_Triogrow_Snuglock_LX.jpg,0,0,0,0,3,FALSE,5-pt,18.9,"5lb - 40lb / top of head 1"" below headrest adjustment handle",5,40,5,46.1,40,0,-13,57,100,Rating Name,"The cupholder must be installed prior to using the car seat. When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling.
The user may need to move the seat padding in order to route the belt. Interference is possible between a seat component and the seat belt when routing for installation. LATCH attachments have buttons to depress for removal.
When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling.
The user may need to move the seat padding in order to route the belt. LATCH attachments have buttons to depress for removal. The storage location(s) for the LATCH belt and/or tether strap are not obvious and may be overlooked.
The instruction manual storage location cannot be accessed while the child is secured in the seat. The tether is not separately labeled in the LATCH installation overview.
Most steps to convert the car seat to this mode are shown on the labels, but the buckle removal step is not shown.
The seat belt path is not completely labeled. The warning against using a lap-only belt does not explicitly state that a lap-only belt may not be used.
The instruction manual storage location cannot be accessed while the child is secured in the seat.",4.27195004814517,5,5,4,4,3
137718,Forward-Facing,270,FALSE,,Maxi-Cosi,2017-01-18,Pria 70,CC099-CKN,Convertible,"Up to 52.0""",9.0lbs - 70.0lbs,0,52,9,70,https://static.nhtsa.gov/images/childseats/Maxi_Cosi_Pria_70_webview.jpg,0,0,0,0,2,FALSE,5-pt,19.6,"22lb - 70lb / 29"" - 52""",22,70,22,45.4,50,29,52,52,70,Rating Name,"The seat was not set for the smallest occupant when removed from the packaging. The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode, and there are no illustrations on the car seat depicting this step.
The labels do not explain how to prepare LATCH for use.
Interference is possible between the seat belt or LATCH belt and the crotch buckle. A printed/molded line is present on the restraint that must be leveled to the ground. There are fewer than three levels of recline available for this mode of use. LATCH attachments have buttons to depress for removal. The storage location for the LATCH belt is not obvious and may be overlooked.
The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode, and there are no illustrations on the car seat depicting this step.
The labels do not explain how to prepare LATCH or the tether hook for use.
LATCH attachments have buttons to depress for removal. The storage location for the LATCH belt and/or the tether hook is not obvious and may be overlooked.
There are no instructions detailing how to remove the tether hook from storage.",4.26680700644648,4,5,5,5,5
137718,Rear-Facing,269,FALSE,,Maxi-Cosi,2017-01-18,Pria 70,CC099-CKN,Convertible,"Up to 52.0""",9.0lbs - 70.0lbs,0,52,9,70,https://static.nhtsa.gov/images/childseats/Maxi_Cosi_Pria_70_webview.jpg,0,0,0,0,2,FALSE,5-pt,19.6,"9lb - 40lb / up to 40""",9,40,9,45.4,40,0,40,52,70,Rating Name,"The seat was not set for the smallest occupant when removed from the packaging. The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode, and there are no illustrations on the car seat depicting this step.
The labels do not explain how to prepare LATCH for use.
Interference is possible between the seat belt or LATCH belt and the crotch buckle. A printed/molded line is present on the restraint that must be leveled to the ground. There are fewer than three levels of recline available for this mode of use. LATCH attachments have buttons to depress for removal. The storage location for the LATCH belt is not obvious and may be overlooked.
The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode, and there are no illustrations on the car seat depicting this step.
The labels do not explain how to prepare LATCH or the tether hook for use.
LATCH attachments have buttons to depress for removal. The storage location for the LATCH belt and/or the tether hook is not obvious and may be overlooked.
There are no instructions detailing how to remove the tether hook from storage.",4.26680700644648,5,5,4,4,2
